,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,MTshwaku,"Johannesburg, South Africa",9115,13550,29139,Wed Mar 25 20:30:42 +0000 2020,1,"Eish we might be doing more harm than good by Locking down the country , majority of people are leaving GP the hot spot of COVID-19 to their home provinces🥺🥺🥺😳😳😳😳😳😳 , in few weeks time we might see COVID-19 infections in other province rise tremendously🤔😳😳😳😳 https://t.co/nQWLI8n6sH",[]
1,uMandlakazi,eNaspoti,2786,3509,197465,Wed Mar 25 20:30:45 +0000 2020,0,"@ahh_Wande If the soldiers don't get to them I pray Corona does. It's like they just want to defy for the hell of it, they just want to see how far they can push &amp; if there's a pushback they write long think pieces in the media. That's fine batowabhala sebakushayiwe.",[]
2,andiess,"Cape Town, South Africa",2821,3104,6332,Wed Mar 25 20:30:45 +0000 2020,0,"Hillsong Covid19 Response - Update:

If this was a music tour, I think we would call it “Operation Sunlight”, or maybe “When Love Comes to Town”……
 
But it’s not a music tour, rather just a collaboration of crazy… https://t.co/2ro6Tz0O6u",[]
3,Muskidd,"Cape Town, South Africa",3266,3024,32919,Wed Mar 25 20:31:59 +0000 2020,0,@CaptainDurango @News24 @Channel24 Corona literally means Crown in latin,[]
4,Gaise_Nongedzi, 🕯️  violent world 🕯️,28041,30237,20936,Wed Mar 25 20:32:09 +0000 2020,2,Here's a list of essential Goods and Services during the #COVID19 #CoronaVirusSA #LockDownSA https://t.co/5TDVTOZb8t,"['COVID19', 'CoronaVirusSA', 'LockDownSA']"
5,denisepets,Rep of mauricius,985,1229,108415,Wed Mar 25 20:33:35 +0000 2020,0,Well traditional wisdom is that a country gets the Govenment it deserves. But nobody deserves a criminal narcissist backed by Moscow Mitch in a time of #COVID19. Trump must fall. https://t.co/cmmyEMBClL,['COVID19']
6,lizlinsell,Cape Town,713,296,1485,Wed Mar 25 20:33:56 +0000 2020,0,And now @realDonaldTrump is desperately trying to portray himself as the COVID19 superhero. So sad. https://t.co/1fvL3jMn33,[]
7,DrYahyaShoole,Somalia,2654,4160,6605,Wed Mar 25 20:35:21 +0000 2020,0,"#COVID19 looking Kofta with Mask looking Malawax 
#StayHome https://t.co/IAgOiZWyFd","['COVID19', 'StayHome']"
8,TylerSydSA,South Africa ,1256,1409,3520,Wed Mar 25 20:35:42 +0000 2020,0,"Congratulations 🎊 🎉 
I love how you showing covid 19 flames, it ain't stopping you 😁 https://t.co/yA6y3AssZx",[]
9,rorisang_tabane,South Africa,131,322,7123,Wed Mar 25 20:35:46 +0000 2020,0,"@Moo_Venda No, we are dealing with Corona. Not going to follow you and don't follow back🙅🏽‍♀️",[]
10,Gaise_Nongedzi, 🕯️  violent world 🕯️,28041,30237,20936,Wed Mar 25 20:35:50 +0000 2020,0,"""With the subsequent deployment of the SANDF, we will be increasing visibility and conduct integrated foot patrols, roadblocks, vehicle checkpoints as of 23h59 on Thursday evening 26 March 2020."" - Minister Cele #CoronaVirusSA #LockDownSA https://t.co/LDuW3CCyBh","['CoronaVirusSA', 'LockDownSA']"
