,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,moeketsimodise1,,190,881,2618,Sun Mar 01 08:24:45 +0000 2020,1,There is currently no vaccine to prevent coronavirus disease 2019 (COVID-19). The best way to prevent illness is to avoid being exposed to this virus. Everyday preventive actions help prevent the spread of respiratory diseases https://t.co/g7l9bkhxyC via @CDCgov,[]
1,Andrew88356737,🌎Tshwane Centurion Gauteng,1745,330,17790,Sun Mar 01 08:25:42 +0000 2020,0,Corona virus and South African https://t.co/LNy1NULEtf,[]
2,ewnreporter,South Africa,862,716304,302622,Sun Mar 01 08:26:28 +0000 2020,2,"#CoronaVirus #CoronaVirusUpdate

Mkhize: Ops to start in 7 to 10 days 

Believe all the people will be brought back at the same time 

“We are Not saying China has failed, it was not immediate risk, but SA’ns want to come home”
Cost - is cost the country must bear

@nthakoana","['CoronaVirus', 'CoronaVirusUpdate']"
3,samshiks,"Johannesburg, South Africa",2686,2980,17278,Sun Mar 01 08:31:54 +0000 2020,0,Your government is bringing the Coronavirus to SA🤦🏽‍♂️ God help us https://t.co/GH6YsqWDAH,[]
4,kuhnl1,"Secunda, South Africa",892,377,17388,Sun Mar 01 08:34:03 +0000 2020,0,"Any comments or any other facts available? 
11 Myths about COVID-19 in South Africa
https://t.co/9otSzqqfGD",[]
5,2seema1,Earth,1853,938,19949,Sun Mar 01 08:38:43 +0000 2020,0,"@NazleySharif Hi Nazley, is there anyone that we can connect with regards to Corona virus? So that we can prevent an outbreak in SA.",[]
6,kulanicool,"Kimberley, South Africa",16921,256257,177704,Sun Mar 01 08:41:20 +0000 2020,0,@Mbali_porsh Guy who almost caught Corona,[]
7,tana_apparel,"Johannesburg, South Africa",225,109,297,Sun Mar 01 08:48:01 +0000 2020,0,"It never stops
@caster800m @Discovery_SA

#it_never_stops #tana_apparel #run
#SouthCarolinaPrimary
#COVID19 https://t.co/bcOH1gjtS7","['it_never_stops', 'tana_apparel', 'run', 'SouthCarolinaPrimary', 'COVID19']"
8,Rsaint03,Gıyanı Sectıon E,2143,1064,12273,Sun Mar 01 08:48:37 +0000 2020,0,On a lazy Sunday like this @Corona plays the trick https://t.co/3q8NXm3v8q,[]
9,socraticianalis,,624,220,3478,Sun Mar 01 08:50:59 +0000 2020,0,Coronavirus: Nasa images show China pollution clear amid slowdown https://t.co/g5apxstSQn,[]
