,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,TeeCee069,Saint Michael's-on-Sea,3454,1354,1509,Sun Mar 29 20:49:22 +0000 2020,0,When you hear people feeling scared about #COVID19 then you realised that there are people you are really concern about the loss of life happening all over the globe,['COVID19']
1,_SJStevens,"Cape Town, South Africa",194,1590,50723,Sun Mar 29 20:50:08 +0000 2020,0,@Lee_Mthi different people. the first alleged was later found to have not died from coronavirus - they did die tho. lo wamanje yiyo.,[]
2,mashconf,"Pretoria, South Africa",6500,6262,1510,Sun Mar 29 20:50:17 +0000 2020,5,#Covid19inSA guys stay in your home this soldier's are practicing to kick your asses😅😅🤣 https://t.co/fsyoezgZvA,['Covid19inSA']
3,MnqobiSfiso,"durban,kwamashu",1215,162,1836,Sun Mar 29 20:51:18 +0000 2020,0,Since this whole coronavirus pandemic started we haven't been told which places race or age has the most infected people. Something is not right ngale corona info esitholayo la,[]
4,JMasz88,ZA,1522,1604,23109,Sun Mar 29 20:52:46 +0000 2020,0,Shiiiiiit!!! These numbers are my House number...😱😱😱😱 #Covid19inSA https://t.co/F1f5BLphnQ,['Covid19inSA']
5,jaynielea,"Cape Town, South Africa",3255,2989,41133,Sun Mar 29 20:53:37 +0000 2020,0,I quite like the introspective aspect of #LockdownSA. We are all very good at taking the things that count for granted... now we can learn better. Many more personal lessons to be gained from this. #Covid19inSA #lockdown #life #day3 #PositiveVibes,"['LockdownSA', 'Covid19inSA', 'lockdown', 'life', 'day3', 'PositiveVibes']"
6,Rendani_No1MC,South Africa #Mzansi🇿🇦,2061,1578,4337,Sun Mar 29 20:53:51 +0000 2020,1,I wonder if the #SANDFDeployment #sandf will Skop n Donnor these mense....... #Covid19SA #norushchallenge #dontrushchallenge #CoronaUpdate #CoronavirusInSA #lockDownSouthAfrica #LockdownSA https://t.co/XNC0RM1YR2,"['SANDFDeployment', 'sandf', 'Covid19SA', 'norushchallenge', 'dontrushchallenge', 'CoronaUpdate', 'CoronavirusInSA', 'lockDownSouthAfrica', 'LockdownSA']"
7,jacquescupido12,"Calvinia, South Africa",2586,3101,70758,Sun Mar 29 20:54:13 +0000 2020,0,Sports personalities and teams around have contributed towards the fight against #CoronaVirus. Can our World Cup winning @Springboks follow suit instead of showing us their indoor gyms,['CoronaVirus']
8,MulaloNetshifh,"Johannesburg, South Africa",1147,862,9075,Sun Mar 29 20:54:15 +0000 2020,0,"#StayHome, love family!! Staying is not doing government a favor, be a responsible citizen, stop the spread of #Covid19SA https://t.co/7Xmu1RGZU0","['StayHome', 'Covid19SA']"
9,mokala50,South Africa,344,103,4523,Sun Mar 29 20:54:48 +0000 2020,0,@WPasipamire @SAReserveBank @TreasuryRSA The Import cover is 6 months which isn’t too bad . With not much anticipated in the next 2/3 months I would say safe but not a dreamworld. Rand volatility was more cause global impact of corona not necessarily domestic. Just My 2cents,[]
10,MphoMasitsaC,"Welkom,Free State ",4845,7655,40752,Sun Mar 29 20:55:43 +0000 2020,0,@Mr_Ndash 2hours nje🙆‍♀️🙆‍♀️🙆‍♀️i forsee more cases of corona cos of queues,[]
11,Muz_Myeza,Emhlabeni,4541,1686,18894,Sun Mar 29 20:56:45 +0000 2020,4,"Rich Black People, Hate Poor Black People #Covid19inSA #LOCKSOUTHAFRICADOWN https://t.co/yhLlHJDNk0","['Covid19inSA', 'LOCKSOUTHAFRICADOWN']"
12,NjabuloDlungele,"Durban, South Africa",3380,4354,30327,Sun Mar 29 20:57:39 +0000 2020,0,Queen Mary 2 Covid-19 tests https://t.co/vbNvA0nozz,[]
13,dougandersonza,South Africa,972,551,2929,Sun Mar 29 20:57:48 +0000 2020,0,"So I got the hand washing thing sorted! Can we bath/shower yet? 
#askingforafriend
😜😜😜 #coronavirus https://t.co/fFNz5NX2T5","['askingforafriend', 'coronavirus']"
14,_BobieK,Pretoria,1896,8621,71968,Sun Mar 29 20:57:48 +0000 2020,0,Never liked hugs in general. I have no reason for it but I guess corona gave me one. https://t.co/Ft2mWiavWf,[]
