,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,TitusMatlawe,"Johannesburg, South Africa",4262,3982,59601,Wed Mar 18 20:08:31 +0000 2020,0,"100 persons Gathering Ban was designed 2 benefit the MPs &amp; no 1 else!

It's easy 4 the Parliament 2 implement such than any other employer out there!

What if the 2hr delay that the people of the Republic were subjected 2 this Sunday was consultation with the Parliament? #Covid19",['Covid19']
1,phethani4,"Cape Town , South Africa",9074,10554,159197,Wed Mar 18 20:09:34 +0000 2020,0,Plot twist: Get arrested and spread Corona inside prison and get released a week later https://t.co/YxMqf90uaK,[]
2,LisaMLashesZA,Johannesburg ,1469,668,1815,Wed Mar 18 20:09:47 +0000 2020,0,@_AIMO_ Don’t order a Corona akere,[]
3,MrsSamBarnard,"Cape Town, South Africa",5725,5293,27034,Wed Mar 18 20:12:54 +0000 2020,0,"If you don't want to send me links to fake news, I understand. Be responsible and report the content on social media platforms, natively.

#BERESPONSIBLE #COVID19SouthAfrica #COVID19 #covid19sa","['BERESPONSIBLE', 'COVID19SouthAfrica', 'COVID19', 'covid19sa']"
4,hamza_96_ansari,"Johannesburg, South Africa",350,382,2064,Wed Mar 18 20:14:23 +0000 2020,1,No more Thursday night football due to Corona virus. 😔,[]
5,ItsYourDriver,Cape Town,340,1950,10151,Wed Mar 18 20:14:31 +0000 2020,0,"Nice article Kim but you were traveling from Cape Town to Munich on March 2 for a Global Tourism fair with about 100.000 attendees, seriously?? You should be ashamed of yourself, look at what this does to those around you and soon to those around them, shame!#corona @once_travel",['corona']
6,Velile_Mnyandu,"Johannesburg, RSA",3720,98236,75535,Wed Mar 18 20:15:22 +0000 2020,8,"@watile @SPORTAT10TV @thomasmlambo @SPORTandREC_RSA @MasechabaNdlovu @SuperSportFC @ChaukeDumisani1 @SPORTATSABC @Official_SABC1 We take offense to Masechaba’s comments because we played exactly what the Minister said. We demand an apology from what she’s just said. We can’t start on this note Sisi, by attacking each other. #CoronaVirusSA",['CoronaVirusSA']
7,LookUs_JNR,Pretoria & Brits ( Bethanie ),4285,6525,386622,Wed Mar 18 20:15:34 +0000 2020,0,"Savage.
Arguing with Tshiamo. 
Corona.
Posting selfies.
Kgothatso this &amp; that. https://t.co/e2Mbkmczgs",[]
8,KaminiPather,South Africa,878,16466,42122,Wed Mar 18 20:15:44 +0000 2020,0,"In South Africa, we're only at the beginning of the ol' #coronavirus lock down so our pantries are freshly stocked (with 10-14 days of stores ONLY) and our minds are ready to be creative,… https://t.co/Q33I6eBxaM",['coronavirus']
9,billysigudla,"Germiston, South Africa",5001,3563,136216,Wed Mar 18 20:16:07 +0000 2020,0,#MPs screened outside #parliament . #Speaker #ThandiModise says they're taking every precaution to contain and avoid #cocid19 #CoronaVirusSA . #DA party leader #JohnSteenhuisen said parliament should be closed… https://t.co/UzrnUXWqEr,"['MPs', 'parliament', 'Speaker', 'ThandiModise', 'cocid19', 'CoronaVirusSA', 'DA', 'JohnSteenhuisen']"
