,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,Ntshuxeko_H,"Johannesburg, South Africa",4145,4920,5702,Thu Mar 19 20:33:47 +0000 2020,0,"Corona Virus....Covid-19
This in my view is a spiritual war, only Jesus can save us. We are now subjected to fighting oxygen, oxygen is life, life is Jesus and without Jesus we as good as dead...We can never control what we get to inhale nomatter the precautions,",[]
1,Genius_RSA,South Africa,2236,2914,4046,Thu Mar 19 20:34:55 +0000 2020,0,"Now that we can show up at the bank in a mask and gloves...Uhmm🤔🤔🤔
#Covid19SA",['Covid19SA']
2,MichJBagley,CT,480,178,1344,Thu Mar 19 20:35:58 +0000 2020,0,"I think Mother Earth &amp; Mother Nature had a meeting,  they are sick &amp; tired of issuing  warnings to us naughty  disobedient  disloyal  spoilt brats &amp; taking them for granted.
#Covid19
#CoronaVirusSA","['Covid19', 'CoronaVirusSA']"
3,MichJBagley,CT,480,178,1344,Thu Mar 19 20:36:20 +0000 2020,0,"It's the naughty corner for us earthlings.... and we can only come out of the corner when we have learned our lesson...

How quickly will we learn and remember  this lesson?

#Covid19
#coronavirus","['Covid19', 'coronavirus']"
4,simamkeleD,"Cape Town, South Africa",3379,31188,26779,Thu Mar 19 20:36:24 +0000 2020,3,"All the academic conferences I submitted abstracts to have been postponed or canceled. Two were local and two were international.

#Covid19SA has completely disrupted our academic lives.

#PhDChatter #PhDInAfrica","['Covid19SA', 'PhDChatter', 'PhDInAfrica']"
5,JoyBlackZA,eRank,22237,27281,61468,Thu Mar 19 20:38:15 +0000 2020,1,"Haike, first it was a curfew on drinking now they put a curfew on Twitter😔🙄😖💔 #covid19SA #CoronaVirusSA https://t.co/q9z5Qwoiuh","['covid19SA', 'CoronaVirusSA']"
6,ghostjnyaude07,"Pretoria,SouthAfrica",0,1925,12273,Thu Mar 19 20:39:55 +0000 2020,0,@FlawaBuhle Hebana slide in my dms hawu.... Before corona wipes us up you better can some,[]
7,Azania_msutukaz,"Cape Town, South Africa",1904,2218,7063,Thu Mar 19 20:40:53 +0000 2020,0,"Nationalize Private hospitals. The EC doesn't have any cases yet, and it is my prayer that it doesn't , that province is the most mal adminstered . Bazotya be ye Corona Mali phaya. With Livingstone being the only designated hospital for Cori on the province. Kuzonyeka. https://t.co/HcWCKAi7DK",[]
8,jerry8308,"Retreat, Cape Town ",487,132,1674,Thu Mar 19 20:44:40 +0000 2020,0,How #Covid19SA or any germ spread ..... A definite must watch https://t.co/hKRBP8Hr5g,['Covid19SA']
9,Kolie_Yola,"Cape Town, South Africa",5674,11451,200356,Thu Mar 19 20:46:06 +0000 2020,3,"1. You allowed a strange man to sleep over at your place.
2. Left him alone there. 
3  All this and there's COVID-19 doing as it pleases with human beings.

Absolutely WOW! https://t.co/avITwuqrDi",[]
10,Velile_Mnyandu,"Johannesburg, RSA",3720,98236,75535,Thu Mar 19 20:46:22 +0000 2020,0,@tariqpanja This #Covid_19 is deadly and has shaken all the industries around the world. But the sportbiz is bleeding.,['Covid_19']
11,TboozeSA,cape town,7927,23961,84425,Thu Mar 19 20:47:58 +0000 2020,3,2020 feels like what 2012 was suppose to be like #Covid19InSA,['Covid19InSA']
12,zarreenxanthek,South Africa,380,409,2019,Thu Mar 19 20:48:59 +0000 2020,0,Okay but can my family groups please stop sharing Corona info :|,[]
13,ZimasaMatiwane,,757,7660,53871,Thu Mar 19 20:50:48 +0000 2020,0,"@TheWernerWeber @Zondi_Elihle Also why would anyone call covid-19 the Chinese virus when it has a name? It's not named after China, it's names after the family of viruses it belongs to.",[]
14,BigDaddyLiberty,"Johannesburg, South Africa",688,23744,61956,Thu Mar 19 20:52:09 +0000 2020,0,"Instead of sitting around fretting over #Covid19SA, I wanted to go shooting with some #CapeTown friends today.

I’m talking;
- bookbag,
- war paint
- vest on
- ammo
- AK over my shoulder,
- 2 berettas 

I’M RAMBO!

*with apologies to @RealReedDollaz https://t.co/krzizmQvNX","['Covid19SA', 'CapeTown']"
15,Ash910,"Cape Town, South Africa",1461,1650,106806,Thu Mar 19 20:53:40 +0000 2020,2,Twitter Aficanists what are the ancestors saying about Coronavirus?,[]
16,MrRams16,,161,61,1069,Thu Mar 19 20:54:13 +0000 2020,0,"Wait quick question here what alcohol has to do with Corona 
Can someone balance me real quick !!!!",[]
17,NasheDouch,County Meath,6343,9072,35272,Thu Mar 19 20:54:48 +0000 2020,0,I cannot be the only one who takes tea then cold water or drink after . It slaps mahn #CoronaVirusSA,['CoronaVirusSA']
18,Young_Riri1,Pretoria,2130,1866,3106,Thu Mar 19 20:55:01 +0000 2020,0,@NeObaKgetho Mara you a high risk for Corona right now🙈,[]
19,HRHKarenS,,1325,628,12000,Thu Mar 19 20:55:15 +0000 2020,0,"@thatginamiller Oooo, so u an expert n all. You knows all about Brexit and now the Corona virus. Us little people are so mighty impressed!! 

F*** off u narcissist!!!!",[]
20,The1873FM,"Johannesburg, South Africa",2213,1487,3702,Thu Mar 19 20:57:06 +0000 2020,0,"Does Africa have any head start to start managing corona and its impact on human life?

@iamwildfiredj
@TinasheMpasiri
@mmawere

https://t.co/dyJk1WDlHk",[]
21,ManandoMkhokha,Butterworth ,0,882,4686,Thu Mar 19 20:57:14 +0000 2020,1,"Africans let's make Africa great again 
#africa_must_unit 
#Covid19SA 
#FightCOVID19 
#CoronaVirusChallenge 
#CoronavirusOutbreakindia 
#ChineseWuhanVirus 
#coronavirus https://t.co/GJRDiqKSPY","['africa_must_unit', 'Covid19SA', 'FightCOVID19', 'CoronaVirusChallenge', 'CoronavirusOutbreakindia', 'ChineseWuhanVirus', 'coronavirus']"
