,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,scoopuk1,United Kingdom,871,173,4647,Thu Mar 26 21:47:05 +0000 2020,0,When they announced locked down in SouthAfrica 😂😂😂😂 #my250 #covid_19 #kigalistreets #rwandanblogger #rwanda #rwandanproud #rwandanbloggers #africaborn #africandance #afroworld #afroworlddance #africanblogger… https://t.co/YgPUrBf3VS,"['my250', 'covid_19', 'kigalistreets', 'rwandanblogger', 'rwanda', 'rwandanproud', 'rwandanbloggers', 'africaborn', 'africandance', 'afroworld', 'afroworlddance', 'africanblogger']"
1,DumDiesel,JHB,40535,62644,62418,Thu Mar 26 21:49:28 +0000 2020,0,"Don't come here

...

You're a CARRIER!

....

CORONA CARRIER!

...

Go to Knysna 

... https://t.co/QeqCmGDcm6",[]
2,Kenty7p5,"iPhone: -33.926464,18.413839",1932,783,16730,Thu Mar 26 21:50:10 +0000 2020,0,Lockdown minus 3 days. Cape Town. #covid19 We’re facing full lockdown in 3 days. We shall overcome. #flattenthecurve #southafrica @ Mandela Rhodes Place Hotel https://t.co/Qxs5LjP0RH,"['covid19', 'flattenthecurve', 'southafrica']"
3,MukondiT,"Johannesburg, South Africa",550,715,63466,Thu Mar 26 21:51:38 +0000 2020,0,I’ve come to terms with the fact that many people die 😞#Covid19inSA https://t.co/XmksLMFEfN,['Covid19inSA']
4,Louisseeco,South Africa - Johannesburg.,985,1564,7202,Thu Mar 26 21:51:41 +0000 2020,0,Well done @SABCNewsOnline @MorningLiveSABC for bringing us LIVE covering of the news. Others are feeding us recorded and old content. #CoronaVirusSA #Covid19SA,"['CoronaVirusSA', 'Covid19SA']"
5,tendai_vambe,"Cape Town, South Africa",1603,1347,575,Thu Mar 26 21:52:29 +0000 2020,0,On my way to the liquor shop 😂😂#COVID19 #LockdownSA https://t.co/eW9c8bnMht,"['COVID19', 'LockdownSA']"
6,thabaningcongo,"Durban, South Africa",2408,1580,5099,Thu Mar 26 21:52:37 +0000 2020,0,"Praying for Strength and Wisdom to everyone out there. #salockdown #lockdown2020 #covid_19 #corona @ Umlazi, Kwazulu-Natal, South Africa https://t.co/xV2LW6vsOs","['salockdown', 'lockdown2020', 'covid_19', 'corona']"
7,billysigudla,"Germiston, South Africa",5001,3563,136216,Thu Mar 26 21:53:55 +0000 2020,0,"God is trying to wake us up with this virus!

Coronavirus is God's scourge!

He's bringing punishment on the world!",[]
8,EdwardMakwana,"Johannesburg, South Africa",3747,6600,11551,Thu Mar 26 21:54:28 +0000 2020,4,"SABC TV News covered the countdown to the #21DaysLockdown better than other TV news stations in my view. Reporters assigned per province and giving a real sense of what’s currently happening on the ground👌🏽😉

#COVID19inSA 
#COVID19Reporting 
#COVID19","['21DaysLockdown', 'COVID19inSA', 'COVID19Reporting', 'COVID19']"
9,_mishmish_,"Cape Town, South Africa",286,1761,25426,Thu Mar 26 21:55:33 +0000 2020,0,54321... Let’s do this #SouthAfrica #21daylockdown #LetsFightCorona #21daylockdownSA #StayHomeSA #PajamasAllDay #NoMakeUp Whoop whoop 👊🏼👊🏼👊🏼,"['SouthAfrica', '21daylockdown', 'LetsFightCorona', '21daylockdownSA', 'StayHomeSA', 'PajamasAllDay', 'NoMakeUp']"
10,Cute_Loano,Emhlaben ka God ❤️,2104,2756,31785,Thu Mar 26 21:56:01 +0000 2020,0,The Corona Mncube way https://t.co/c8ghUNs2IM,[]
11,leaferx,"Johannesburg, South Africa",1063,14729,16586,Thu Mar 26 21:56:23 +0000 2020,0,@BashVision It’s corona time 😂,[]
12,tissablaq,Here,243,251,5321,Thu Mar 26 21:56:42 +0000 2020,0,"COUNTDOWN!! 🕛 
#COVID19SouthAfrica #SouthAfricaLockdown #LockdownSA #21daylockdown #21daylockdownSA","['COVID19SouthAfrica', 'SouthAfricaLockdown', 'LockdownSA', '21daylockdown', '21daylockdownSA']"
13,KG_CoolGee,"Bloemfontein, South Africa",4439,2518,3672,Thu Mar 26 21:57:06 +0000 2020,0,"As we wait for SA stats on #Covid19SA with 0 Confirmed Cases
Or Kanjan..#TBJoshua ?","['Covid19SA', 'TBJoshua']"
14,ManBarker,Pretoria ,2001,1745,29581,Thu Mar 26 21:58:48 +0000 2020,0,@kamoelevated He must know that Covid19 doesn't favour or discriminate anyone,[]
15,NamhlaM,,339,809,16484,Thu Mar 26 22:00:41 +0000 2020,0,"13 968 new cases in the U.S.  It’s a mess! #Covid_19 

https://t.co/2A0SuR2FiT",['Covid_19']
16,LucindaKameel,"Sandton, South Africa",1370,1546,110547,Thu Mar 26 22:01:02 +0000 2020,0,We’re officially on lockdown #LockdownSA #CoronaVirusSA,"['LockdownSA', 'CoronaVirusSA']"
17,SindisoBaliso,"Cape Town, South Africa🇿🇦",2062,557,2306,Thu Mar 26 22:01:12 +0000 2020,1,This khawuntri has been closed official #21daysLockdownSA #StayHomeSA #SouthAfricaLockdown #COVID19 https://t.co/4XRPTNa3om,"['21daysLockdownSA', 'StayHomeSA', 'SouthAfricaLockdown', 'COVID19']"
18,__kate__d,South Africa,4214,9605,45240,Thu Mar 26 22:01:20 +0000 2020,0,And #21daylockdownSA has commenced. Stay safe guys. ✨🌻,['21daylockdownSA']
19,DrJamwa,,937,840,14211,Thu Mar 26 22:01:22 +0000 2020,0,"Meanwhile in #SouthAfrica, an hour before #LockdownSA and the youth are doing a night vigil, chanting #Corona.

In #Mzansi, nothing is ever taken seriously. But yes, the 21 day lockdown… https://t.co/PPiTKlvnid","['SouthAfrica', 'LockdownSA', 'Corona', 'Mzansi']"
