,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,ThavhanyedzaM,South Africa,6381,6368,9586,Mon Mar 30 20:36:03 +0000 2020,0,"37,091 COVID-19 death cases worldwide to date. This is very serious, a stadium full of people it's a grave tragedy. Please stay at home guys. https://t.co/SjsOvJtBUu",[]
1,matekihlabisa,"Durban, South Africa",3951,4069,86409,Mon Mar 30 20:36:09 +0000 2020,0,Yo @DStvCare will the Pandemic: #COVID19 program on channel 121 be loaded on catch up?,['COVID19']
2,MpandeM,"Centurion, South Africa",4998,1588,50315,Mon Mar 30 20:36:09 +0000 2020,0,"@GovernmentZA @HealthZA @PresidencyZA 
Can WE please have 10,000 field workers per province visiting homes in villages, towns and cities to screen residents for Coronavirus symptoms🇿🇦🦠
#WeShallOvercome #StrongerTogether","['WeShallOvercome', 'StrongerTogether']"
3,derickmoremi,"Midrand, South Africa",4943,2055,8548,Mon Mar 30 20:36:22 +0000 2020,1,"Is this what you mean when you say 
We stand together in this difficult time of coronavirus outbreak
#Covid19inSA #CoronavirusInSA #Coronavirustruth #Ramaphosa https://t.co/JxMW56zd2K","['Covid19inSA', 'CoronavirusInSA', 'Coronavirustruth', 'Ramaphosa']"
4,Kingseraks,"Johannesburg, South Africa",2273,2228,6891,Mon Mar 30 20:37:27 +0000 2020,0,#CoronaVirusSA #Newzroom405 is now my favorite news channel maan 🔥🔥🔥🔥 the news anchors what a wow https://t.co/QqkR6QjZcT,"['CoronaVirusSA', 'Newzroom405']"
5,SemudiThabo,,4002,793,2203,Mon Mar 30 20:37:27 +0000 2020,0,Trump's hesitation in tackling #coronavirus and delaying medical supplies for USA should tell you something about medical warfare...was this thing created...,['coronavirus']
6,malometopdeck,Universe,87,1610,3672,Mon Mar 30 20:37:51 +0000 2020,9,‼️‼️‼️Please forward this kind gesture from @MTNza to the students #Covid19inSA #CoronavirusInSA #lockdown #TheLockdown #stay #student #varsity #COVID19 #SouthAfricanLockdown #SouthAfrica #university #MondayMotivaton #share #forward #nwu #up #uj #uct #ufs #nmu #MandatoryQuarantin https://t.co/bBE3ydjBxP,"['Covid19inSA', 'CoronavirusInSA', 'lockdown', 'TheLockdown', 'stay', 'student', 'varsity', 'COVID19', 'SouthAfricanLockdown', 'SouthAfrica', 'university', 'MondayMotivaton', 'share', 'forward', 'nwu', 'up', 'uj', 'uct', 'ufs', 'nmu', 'MandatoryQuarantin']"
7,ChefScott_,"Durban, South Africa",1731,19863,254302,Mon Mar 30 20:38:14 +0000 2020,0,@MissThembeka Sex isn’t essential during covid19 lockdown,[]
8,Diegochuene,Pretoria ,31439,110595,52315,Mon Mar 30 20:38:30 +0000 2020,0,Hit a like if you miss @ChickenLickenSA #Covid19inSA https://t.co/poPa8t1jPp,['Covid19inSA']
9,Rikkising,South Africa,1721,834,14464,Mon Mar 30 20:39:28 +0000 2020,1,"Well done Mr Motsepe and Naspers
1 billion in the fight against Covid
That's phenomenal 
#Naspers",['Naspers']
10,QinisaniNgema,"Alberton, South Africa",3603,1651,17402,Mon Mar 30 20:40:30 +0000 2020,0,"Once this #Covid19inSA is over, we all gonna Win 💪🙌😢✊",['Covid19inSA']
