,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,KGcomic,Afrika Borwa,1474,8174,5387,Tue Mar 10 16:43:57 +0000 2020,0,Stay away from every non medical practitioners that call it COVID19.,[]
1,billysigudla,"Germiston, South Africa",5001,3559,135768,Tue Mar 10 16:53:45 +0000 2020,1,"@vovomfebe @Mitchell_1006 You are right,I wonder why it's not on lock down ,now CoronaVirus is spreading bit by bit,easy..... https://t.co/WYsb3JRJ4w",[]
2,Cherry01_,"Here, there, everywhere ❣",2203,74502,187605,Tue Mar 10 17:03:39 +0000 2020,0,@_BrooklynWinter I’m bringing it with me to your hooplah tomorrow - everybody gets this corona 💀,[]
3,tasneemieee,"Johannesburg, South Africa",579,510,2696,Tue Mar 10 17:09:09 +0000 2020,1,I feel happy to be South African instead of complaining and being sad about Corona we making jokes and memes and just believing if we meant to get it we will 🤲🌻,[]
4,PapasLka,Johannesburg,495,317,6280,Tue Mar 10 17:09:54 +0000 2020,0,Our government is sending a delegation to China to get us a few cases of corona. Who said thumamina doesn’t deliver 🌚,[]
5,WendyMit,,28,6,256,Tue Mar 10 17:11:19 +0000 2020,0,"@CleanerJoburg no refuse collection in Witpoortjie Roodepoort,  week #2!!! How about I deduct 2 weeks worth off my payment in lieu on NO SERVICE!!!! Truly pathetic! Trust pikitup and COJ to contribute to no hygiene and the corona virus 😡 @CityofJoburgZA",[]
6,mphookie,"Johannesburg, South Africa",602,10218,29913,Tue Mar 10 17:14:25 +0000 2020,1,So our SANDF are leaving the country to go fetch more Corona? Wowu!,[]
7,saraiGalaxy,Phalaborwa South Africa,7184,8643,9854,Tue Mar 10 17:14:43 +0000 2020,0,Can Corona virus be transmitted through a breathalyzer? https://t.co/VStYfWPyPU,[]
8,flatlineradio_,"Soweto, South Africa",155,238,1469,Tue Mar 10 17:20:38 +0000 2020,0,"Corona Virus Hotline
080 002 9999
For those who are in panic mode!
😎😱",[]
9,FedericoMauro17,,1682,212,432,Tue Mar 10 17:26:06 +0000 2020,0,"@CarefreePulisic @CFC_Aleeex @CFCDaily @DeanCoombes @FabrizioRomano Well I gotta tell you the Italian government is in a state of complete panic.
The coronavirus is just a very bad infectious flu which mostly kills elderly and people already suffering from other pathogens.
So something must be done but this is extreme and everything cannot stop.",[]
