,username,location,following,followers,totaltweets,tweetcreatedts,retweetcount,text,hashtags
0,Gaise_Nongedzi, 🕯️  violent world 🕯️,28041,30237,20936,Sat Mar 21 20:36:38 +0000 2020,1,"A class gesture 👏

Robert Lewandowski &amp; his wife Anna have donated one million Euros to help fight the coronavirus: https://t.co/a4H8b9gy6Q https://t.co/IJk8IO0KAJ",[]
1,SiphoMadyo,"Pretoria, South Africa",901,582,8395,Sat Mar 21 20:37:47 +0000 2020,0,793 deaths in Italy today. #Covid_19 is wrecking havoc there. Jhooo.,['Covid_19']
2,VintoTalk,,9221,8943,906,Sat Mar 21 20:38:04 +0000 2020,0,Eish #CoronaVirusSA don't know if to buy this player or not #fifa20 https://t.co/i1oY4OMwW1,"['CoronaVirusSA', 'fifa20']"
3,Gaise_Nongedzi, 🕯️  violent world 🕯️,28041,30237,20936,Sat Mar 21 20:38:51 +0000 2020,0,"🔴  Why do death rates vary so much between countries? 
🔴  Are pregnant women more at risk?
🔴  How important is testing?

International experts take a global look at the questions surrounding #coronavirus 
https://t.co/ANsBI48wXP

#CoronavirusInSouthAfrica","['coronavirus', 'CoronavirusInSouthAfrica']"
4,kyleworde,"Sandton, South Africa",586,6202,16566,Sat Mar 21 20:38:53 +0000 2020,0,I just had an anxiety attack with my internet being down for 45 minutes during lockdown. Later to realise - there kinda are more issues worthy of such a feeling 😂🤯 #COVID19,['COVID19']
5,JakSch007,"Gauteng, South Africa",4995,1027,16171,Sat Mar 21 20:39:29 +0000 2020,0,"It took 61 Corona virus infections without any deaths to declare it a national disaster in SA. How long did it take to declare the drought affected areas a disaster? A few bucks were thrown their way of which most ""disappeared"", and that was that. Farm murders? @Flameless_Fire",[]
6,SizzleTrev,Cape Town,714,2419,67996,Sat Mar 21 20:40:38 +0000 2020,0,That Dybala celebration where he hides his mouth now makes sense since he got Coronavirus,[]
7,nokukhanya_NZZ,"Durban, South Africa",2059,596,9543,Sat Mar 21 20:41:15 +0000 2020,0,Got home yesterday and my sisters said I should’ve tested for corona first before entering at the gate💀,[]
8,DineoZan,Universe,307,268,3382,Sat Mar 21 20:43:07 +0000 2020,0,"@casspernyovest @HealthWealthCo1
COVID-19: https://t.co/8isHCXaPrL",[]
9,RickyMero_RM,Pretoria ,835,765,2366,Sat Mar 21 20:43:21 +0000 2020,0,"Out of words, i didn't believe that people were dying from this 😭😥 i actually didn't want to... now i am scared! This is beyond critical
#Covid_19 https://t.co/7Cnw1KY4oP",['Covid_19']
10,SidwellGuduka,"Bloemfontein, South Africa",4976,3620,7796,Sat Mar 21 20:43:22 +0000 2020,1,"#Coronavirus: Worldwide, over 299,125 cases have been confirmed. More than 12,762 people have died, while some 91,564 have recovered. #CoronavirusPandemic #StayAtHome #CoronavirusPandemic #Covid_19 #selfquarantine #COVIDー19","['Coronavirus', 'CoronavirusPandemic', 'StayAtHome', 'CoronavirusPandemic', 'Covid_19', 'selfquarantine', 'COVIDー19']"
11,kuhnl1,"Secunda, South Africa",892,377,17388,Sat Mar 21 20:43:34 +0000 2020,0,@News24 What does this restrictions on serving alcohol have to do with this Covid-19 pandemic 🤷🏻‍♂️ am I missing something here🤔,[]
12,UrbanWarriorSA,"Cape Town, South Africa",307,1904,34387,Sat Mar 21 20:45:22 +0000 2020,0,Through the fire #COVID19 #isolationandchill https://t.co/UPIMABUIMI,"['COVID19', 'isolationandchill']"
13,PhilaSkosh,South Africa,1727,657,1505,Sat Mar 21 20:45:37 +0000 2020,0,God Bless South Africa.  We overcome the Corona Virus 🦠 by the Name of our Lord Jesus Christ.,[]
14,Disability_SA,,78,3025,8593,Sat Mar 21 20:46:38 +0000 2020,1,"#Covid19SA 
@DeafsaInfo 
@NationalSadydp 
@GovernmentZA
@DWYPD_ZA

#SASL translations if important #Covid19SA media briefings - THANK YOU Tshepiso!

https://t.co/BJmjowZbqa","['Covid19SA', 'SASL', 'Covid19SA']"
15,LaniMagida,"East London, South Africa",1590,799,4017,Sat Mar 21 20:47:55 +0000 2020,2,#Covid19SA Mood https://t.co/Rmk2Arg6N6,['Covid19SA']
